# PC88Behavior 順序付き I/O 記録
#
# 記録しているのは OUT/IN の発生順・ポート番号・値・発行元PC(直前PC)・
# フレーム番号のみ。ROM の内容は含まない。
#
# メインCPUとサブCPUは別々のZ80として並行に走っており、互いの
# seq/frame を比較しても実際の前後関係にはならない。そのため
# 1本の列に混ぜず、CPUごとに節を分けて出す（メイン→サブの順）。
# 同一CPU内の節は seq の昇順＝発生順そのもの。
#
# clock 列（M6c）は main/sub・iolog/intlog を横断する共通の
# 単調増加通し番号。frame と違い、これは他CPUの clock 値・
# 他ログ種別の clock 値と比較して真の前後関係を判定してよい
# （小さいほうが先に起きた）。詳細は q88h_clock.h を参照。

core      : $WORKDIR/vendor/quasi88-libretro/quasi88_libretro.dylib
rom-dir   : $PC88_REF_ROM_DIR
disk      : $PC88_REF_DISK_DIR/N88_FE.D88
frames    : 1800

# main
# seq    clock   frame  cpu   kind  port  value  pc
     1       1      0  main  IN    0030   DB   3BE5
     2       2      0  main  OUT   0053   FF   3BD3
     3       3      0  main  IN    0031   79   3BF3
     4       4      0  main  OUT   0032   A8   3D7D
     5       5      0  main  OUT   0054   80   3D81
     6       6      0  main  OUT   0054   C0   3D85
     7       7      0  main  OUT   0054   00   3969
     8       8      0  main  OUT   0054   40   396D
     9       9      0  main  OUT   0055   07   3969
    10      10      0  main  OUT   0055   40   396D
    11      11      0  main  OUT   0056   37   3969
    12      12      0  main  OUT   0056   40   396D
    13      13      0  main  OUT   0057   3F   3969
    14      14      0  main  OUT   0057   40   396D
    15      15      0  main  OUT   0058   00   3969
    16      16      0  main  OUT   0058   47   396D
    17      17      0  main  OUT   0059   07   3969
    18      18      0  main  OUT   0059   47   396D
    19      19      0  main  OUT   005A   37   3969
    20      20      0  main  OUT   005A   47   396D
    21      21      0  main  OUT   005B   3F   3969
    22      22      0  main  OUT   005B   47   396D
    23      23      0  main  IN    0031   79   043E
    24      24      0  main  IN    0032   A8   0445
    25      25      0  main  OUT   0032   A9   044A
    26      26      0  main  OUT   0071   FF   3AA6
    27      27      0  main  IN    0030   DB   77FB
    28      28      0  main  IN    0031   79   77FF
    29      29      0  main  IN    0009   FF   780A
    30      30      1  main  IN    0031   79   3CF7
    31      31      1  main  OUT   00E6   00   72CF
    32      32      1  main  OUT   0030   22   72D4
    33      33      1  main  OUT   0040   11   72D9
    34      34      1  main  OUT   0031   00   72DE
    35      35      1  main  OUT   00EB   00   72E0
    36      36      1  main  IN    0040   C4   6FD6
    37      37      1  main  OUT   0031   00   6FEC
    38      38      1  main  OUT   0030   23   6FFD
    39      39      1  main  OUT   0040   19   700A
    40      40      1  main  IN    0040   C4   433F
    41      41      1  main  IN    0040   C4   4345
    42      42      1  main  IN    0040   C4   4345
    43      43      1  main  IN    0040   C4   4345
    44      44      1  main  IN    0040   C4   4345
    45      45      1  main  IN    0040   C4   4345
    46      46      1  main  IN    0040   C4   4345
    47      47      1  main  IN    0040   C4   4345
    48      48      1  main  IN    0040   C4   4345
    49      49      1  main  IN    0040   C4   4345
    50      50      1  main  IN    0040   C4   4345
    51      51      1  main  IN    0040   C4   4345
    52      52      1  main  IN    0040   C4   4345
    53      53      1  main  IN    0040   C4   4345
    54      54      1  main  IN    0040   C4   4345
    55      55      1  main  IN    0040   C4   4345
    56      56      1  main  IN    0040   C4   4345
    57      57      1  main  IN    0040   C4   4345
    58      58      1  main  IN    0040   C4   4345
    59      59      1  main  IN    0040   C4   4345
    60      60      1  main  IN    0040   C4   4345
    61      61      1  main  IN    0040   C4   4345
    62      62      1  main  IN    0040   C4   4345
    63      63      1  main  IN    0040   C4   4345
    64      64      1  main  IN    0040   C4   4345
    65      65      1  main  IN    0040   C4   4345
    66      66      1  main  IN    0040   C4   4345
    67      67      1  main  IN    0040   C4   4345
    68      68      1  main  IN    0040   C4   4345
    69      69      1  main  IN    0040   C4   4345
    70      70      1  main  IN    0040   C4   4345
    71      71      1  main  IN    0040   C4   4345
    72      72      1  main  IN    0040   C4   4345
    73      73      1  main  IN    0040   C4   4345
    74      74      1  main  IN    0040   C4   4345
    75      75      1  main  IN    0040   C4   4345
    76      76      1  main  IN    0040   C4   4345
    77      77      1  main  IN    0040   C4   4345
    78      78      1  main  IN    0040   C4   4345
    79      79      1  main  IN    0040   C4   4345
    80      80      1  main  IN    0040   C4   4345
    81      81      1  main  IN    0040   C4   4345
    82      82      1  main  IN    0040   C4   4345
    83      83      1  main  IN    0040   C4   4345
    84      84      1  main  IN    0040   C4   4345
    85      85      1  main  IN    0040   C4   4345
    86      86      1  main  IN    0040   C4   4345
    87      87      1  main  IN    0040   C4   4345
    88      88      1  main  IN    0040   C4   4345
    89      89      1  main  IN    0040   C4   4345
    90      90      1  main  IN    0040   C4   4345
    91      91      1  main  IN    0040   C4   4345
    92      92      1  main  IN    0040   C4   4345
    93      93      1  main  IN    0040   C4   4345
    94      94      1  main  IN    0040   C4   4345
    95      95      1  main  IN    0040   C4   4345
    96      96      1  main  IN    0040   C4   4345
    97      97      1  main  IN    0040   C4   4345
    98      98      1  main  IN    0040   C4   4345
    99      99      1  main  IN    0040   C4   4345
   100     100      1  main  IN    0040   C4   4345
   101     101      1  main  IN    0040   C4   4345
   102     102      1  main  IN    0040   C4   4345
   103     103      1  main  IN    0040   C4   4345
   104     104      1  main  IN    0040   C4   4345
   105     105      1  main  IN    0040   C4   4345
   106     106      1  main  IN    0040   C4   4345
   107     107      1  main  IN    0040   C4   4345
   108     108      1  main  IN    0040   C4   4345
   109     109      1  main  IN    0040   C4   4345
   110     110      1  main  IN    0040   C4   4345
   111     111      1  main  IN    0040   C4   4345
   112     112      1  main  IN    0040   C4   4345
   113     113      1  main  IN    0040   C4   4345
   114     114      1  main  IN    0040   C4   4345
   115     115      1  main  IN    0040   C4   4345
   116     116      1  main  IN    0040   C4   4345
   117     117      1  main  IN    0040   C4   4345
   118     118      1  main  IN    0040   C4   4345
   119     119      1  main  IN    0040   C4   4345
   120     120      1  main  IN    0040   C4   4345
   121     121      1  main  IN    0040   C4   4345
   122     122      1  main  IN    0040   C4   4345
   123     123      1  main  IN    0040   C4   4345
   124     124      1  main  IN    0040   C4   4345
   125     125      1  main  IN    0040   C4   4345
   126     126      1  main  IN    0040   C4   4345
   127     127      1  main  IN    0040   C4   4345
   128     128      1  main  IN    0040   C4   4345
   129     129      1  main  IN    0040   C4   4345
   130     130      1  main  IN    0040   C4   4345
   131     131      1  main  IN    0040   C4   4345
   132     132      1  main  IN    0040   C4   4345
   133     133      1  main  IN    0040   C4   4345
   134     134      1  main  IN    0040   C4   4345
   135     135      1  main  IN    0040   C4   4345
   136     136      1  main  IN    0040   C4   4345
   137     137      1  main  IN    0040   C4   4345
   138     138      1  main  IN    0040   C4   4345
   139     139      1  main  IN    0040   C4   4345
   140     140      1  main  IN    0040   C4   4345
   141     141      1  main  IN    0040   C4   4345
   142     142      1  main  IN    0040   C4   4345
   143     143      1  main  IN    0040   C4   4345
   144     144      1  main  IN    0040   C4   4345
   145     145      1  main  IN    0040   C4   4345
   146     146      1  main  IN    0040   C4   4345
   147     147      1  main  IN    0040   C4   4345
   148     148      1  main  IN    0040   C4   4345
   149     149      1  main  IN    0040   C4   4345
   150     150      1  main  IN    0040   C4   4345
   151     151      1  main  IN    0040   C4   4345
   152     152      1  main  IN    0040   C4   4345
   153     153      1  main  IN    0040   C4   4345
   154     154      1  main  IN    0040   C4   4345
   155     155      1  main  IN    0040   C4   4345
   156     156      1  main  IN    0040   C4   4345
   157     157      1  main  IN    0040   C4   4345
   158     158      1  main  IN    0040   C4   4345
   159     159      1  main  IN    0040   C4   4345
   160     160      1  main  IN    0040   C4   4345
   161     161      1  main  IN    0040   C4   4345
   162     162      1  main  IN    0040   C4   4345
   163     163      1  main  IN    0040   C4   4345
   164     164      1  main  IN    0040   C4   4345
   165     165      1  main  IN    0040   C4   4345
   166     166      1  main  IN    0040   C4   4345
   167     167      1  main  IN    0040   C4   4345
   168     168      1  main  IN    0040   C4   4345
   169     169      1  main  IN    0040   C4   4345
   170     170      1  main  IN    0040   C4   4345
   171     171      1  main  IN    0040   C4   4345
   172     172      1  main  IN    0040   C4   4345
   173     173      1  main  IN    0040   C4   4345
   174     174      1  main  IN    0040   C4   4345
   175     175      1  main  IN    0040   C4   4345
   176     176      1  main  IN    0040   C4   4345
   177     177      1  main  IN    0040   C4   4345
   178     178      1  main  IN    0040   C4   4345
   179     179      1  main  IN    0040   C4   4345
   180     180      1  main  IN    0040   C4   4345
   181     181      1  main  IN    0040   C4   4345
   182     182      1  main  IN    0040   C4   4345
   183     183      1  main  IN    0040   C4   4345
   184     184      1  main  IN    0040   C4   4345
   185     185      1  main  IN    0040   C4   4345
   186     186      1  main  IN    0040   C4   4345
   187     187      1  main  IN    0040   C4   4345
   188     188      1  main  IN    0040   C4   4345
   189     189      1  main  IN    0040   C4   4345
   190     190      1  main  IN    0040   C4   4345
   191     191      1  main  IN    0040   C4   4345
   192     192      1  main  IN    0040   C4   4345
   193     193      1  main  IN    0040   C4   4345
   194     194      1  main  IN    0040   C4   4345
   195     195      1  main  IN    0040   C4   4345
   196     196      1  main  IN    0040   C4   4345
   197     197      1  main  IN    0040   C4   4345
   198     198      1  main  IN    0040   C4   4345
   199     199      1  main  IN    0040   C4   4345
   200     200      1  main  IN    0040   C4   4345
   201     201      1  main  IN    0040   C4   4345
   202     202      1  main  IN    0040   C4   4345
   203     203      1  main  IN    0040   C4   4345
   204     204      1  main  IN    0040   C4   4345
   205     205      1  main  IN    0040   C4   4345
   206     206      1  main  IN    0040   C4   4345
   207     207      1  main  IN    0040   C4   4345
   208     208      1  main  IN    0040   C4   4345
   209     209      1  main  IN    0040   C4   4345
   210     210      1  main  IN    0040   C4   4345
   211     211      1  main  IN    0040   C4   4345
   212     212      1  main  IN    0040   C4   4345
   213     213      1  main  IN    0040   C4   4345
   214     214      1  main  IN    0040   C4   4345
   215     215      1  main  IN    0040   C4   4345
   216     216      1  main  IN    0040   C4   4345
   217     217      1  main  IN    0040   C4   4345
   218     218      1  main  IN    0040   C4   4345
   219     219      1  main  IN    0040   E4   4345
   220     220      1  main  OUT   0051   00   7010
   221     221      1  main  OUT   0068   A0   7014
   222     222      1  main  OUT   0064   C8   701B
   223     223      1  main  OUT   0064   F3   701E
   224     224      1  main  OUT   0065   5F   7023
   225     225      1  main  OUT   0065   89   7027
   226     226      1  main  OUT   0050   CE   702D
   227     227      1  main  OUT   0050   93   702D
   228     228      1  main  OUT   0050   73   702D
   229     229      1  main  OUT   0050   38   702D
   230     230      1  main  OUT   0050   13   7039
   231     231      1  main  OUT   0051   43   703D
   232     232      1  main  OUT   0068   E4   7041
   233     233      1  main  OUT   0051   20   7045
   234     234      1  main  IN    0040   E4   433F
   235     235      1  main  IN    0040   E4   433F
   236     236      1  main  IN    0040   E4   433F
   237     237      1  main  IN    0040   E4   433F
   238     238      1  main  IN    0040   E4   433F
   239     239      1  main  IN    0040   E4   433F
   240     240      1  main  IN    0040   E4   433F
   241     241      1  main  IN    0040   E4   433F
   242     242      1  main  IN    0040   E4   433F
   243     243      1  main  IN    0040   E4   433F
   244     244      1  main  IN    0040   E4   433F
   245     245      1  main  IN    0040   E4   433F
   246     246      1  main  IN    0040   E4   433F
   247     247      1  main  IN    0040   E4   433F
   248     248      1  main  IN    0040   E4   433F
   249     249      1  main  IN    0040   E4   433F
   250     250      1  main  IN    0040   E4   433F
   251     251      1  main  IN    0040   E4   433F
   252     252      1  main  IN    0040   E4   433F
   253     253      1  main  IN    0040   E4   433F
   254     254      1  main  IN    0040   E4   433F
   255     255      1  main  IN    0040   E4   433F
   256     256      1  main  IN    0040   E4   433F
   257     257      1  main  IN    0040   E4   433F
   258     258      1  main  IN    0040   E4   433F
   259     259      1  main  IN    0040   E4   433F
   260     260      1  main  IN    0040   E4   433F
   261     261      1  main  IN    0040   E4   433F
   262     262      1  main  IN    0040   E4   433F
   263     263      1  main  IN    0040   E4   433F
   264     264      1  main  IN    0040   E4   433F
   265     265      1  main  IN    0040   E4   433F
   266     266      1  main  IN    0040   E4   433F
   267     267      1  main  IN    0040   E4   433F
   268     268      1  main  IN    0040   E4   433F
   269     269      1  main  IN    0040   E4   433F
   270     270      1  main  IN    0040   E4   433F
   271     271      1  main  IN    0040   E4   433F
   272     272      1  main  IN    0040   E4   433F
   273     273      1  main  IN    0040   E4   433F
   274     274      1  main  IN    0040   E4   433F
   275     275      1  main  IN    0040   E4   433F
   276     276      1  main  IN    0040   E4   433F
   277     277      1  main  IN    0040   E4   433F
   278     278      1  main  IN    0040   E4   433F
   279     279      1  main  IN    0040   E4   433F
   280     280      1  main  IN    0040   E4   433F
   281     281      1  main  IN    0040   E4   433F
   282     282      1  main  IN    0040   E4   433F
   283     283      1  main  IN    0040   E4   433F
   284     284      1  main  IN    0040   E4   433F
   285     285      1  main  IN    0040   E4   433F
   286     286      1  main  IN    0040   E4   433F
   287     287      1  main  IN    0040   E4   433F
   288     288      1  main  IN    0040   E4   433F
   289     289      1  main  IN    0040   E4   433F
   290     290      1  main  IN    0040   E4   433F
   291     291      1  main  IN    0040   E4   433F
   292     292      1  main  IN    0040   E4   433F
   293     293      1  main  IN    0040   E4   433F
   294     294      1  main  IN    0040   E4   433F
   295     295      1  main  IN    0040   E4   433F
   296     296      1  main  IN    0040   E4   433F
   297     297      1  main  IN    0040   E4   433F
   298     298      1  main  IN    0040   E4   433F
   299     299      1  main  IN    0040   E4   433F
   300     300      1  main  IN    0040   E4   433F
   301     301      1  main  IN    0040   E4   433F
   302     302      1  main  IN    0040   E4   433F
   303     303      1  main  IN    0040   E4   433F
   304     304      1  main  IN    0040   E4   433F
   305     305      1  main  IN    0040   E4   433F
   306     306      1  main  IN    0040   E4   433F
   307     307      1  main  IN    0040   E4   433F
   308     308      1  main  IN    0040   E4   433F
   309     309      1  main  IN    0040   E4   433F
   310     310      1  main  IN    0040   E4   433F
   311     311      1  main  IN    0040   E4   433F
   312     312      1  main  IN    0040   E4   433F
   313     313      1  main  IN    0040   E4   433F
   314     314      1  main  IN    0040   E4   433F
   315     315      1  main  IN    0040   E4   433F
   316     316      1  main  IN    0040   E4   433F
   317     317      1  main  IN    0040   E4   433F
   318     318      1  main  IN    0040   E4   433F
   319     319      1  main  IN    0040   E4   433F
   320     320      1  main  IN    0040   E4   433F
   321     321      1  main  IN    0040   E4   433F
   322     322      1  main  IN    0040   E4   433F
   323     323      1  main  IN    0040   E4   433F
   324     324      1  main  IN    0040   E4   433F
   325     325      1  main  IN    0040   E4   433F
   326     326      1  main  IN    0040   E4   433F
   327     327      1  main  IN    0040   E4   433F
   328     328      1  main  IN    0040   E4   433F
   329     329      1  main  IN    0040   E4   433F
   330     330      1  main  IN    0040   E4   433F
   331     331      1  main  IN    0040   E4   433F
   332     332      1  main  IN    0040   E4   433F
   333     333      1  main  IN    0040   E4   433F
   334     334      1  main  IN    0040   E4   433F
   335     335      1  main  IN    0040   E4   433F
   336     336      1  main  IN    0040   E4   433F
   337     337      1  main  IN    0040   E4   433F
   338     338      1  main  IN    0040   E4   433F
   339     339      1  main  IN    0040   E4   433F
   340     340      1  main  IN    0040   E4   433F
   341     341      1  main  IN    0040   E4   433F
   342     342      1  main  IN    0040   E4   433F
   343     343      1  main  IN    0040   E4   433F
   344     344      1  main  IN    0040   E4   433F
   345     345      1  main  IN    0040   E4   433F
   346     346      1  main  IN    0040   E4   433F
   347     347      1  main  IN    0040   E4   433F
   348     348      1  main  IN    0040   E4   433F
   349     349      1  main  IN    0040   E4   433F
   350     350      1  main  IN    0040   E4   433F
   351     351      1  main  IN    0040   E4   433F
   352     352      1  main  IN    0040   E4   433F
   353     353      1  main  IN    0040   E4   433F
   354     354      1  main  IN    0040   E4   433F
   355     355      1  main  IN    0040   E4   433F
   356     356      1  main  IN    0040   E4   433F
   357     357      1  main  IN    0040   E4   433F
   358     358      1  main  IN    0040   E4   433F
   359     359      1  main  IN    0040   E4   433F
   360     360      1  main  IN    0040   E4   433F
   361     361      1  main  IN    0040   E4   433F
   362     362      1  main  IN    0040   E4   433F
   363     363      1  main  IN    0040   E4   433F
   364     364      1  main  IN    0040   E4   433F
   365     365      1  main  IN    0040   E4   433F
   366     366      1  main  IN    0040   E4   433F
   367     367      1  main  IN    0040   E4   433F
   368     368      1  main  IN    0040   E4   433F
   369     369      1  main  IN    0040   E4   433F
   370     370      1  main  IN    0040   E4   433F
   371     371      1  main  IN    0040   E4   433F
   372     372      1  main  IN    0040   E4   433F
   373     373      1  main  IN    0040   E4   433F
   374     374      1  main  IN    0040   E4   433F
   375     375      1  main  IN    0040   E4   433F
   376     376      1  main  IN    0040   E4   433F
   377     377      1  main  IN    0040   E4   433F
   378     378      1  main  IN    0040   E4   433F
   379     379      1  main  IN    0040   E4   433F
   380     380      1  main  IN    0040   E4   433F
   381     381      1  main  IN    0040   E4   433F
   382     382      1  main  IN    0040   E4   433F
   383     383      1  main  IN    0040   E4   433F
   384     384      1  main  IN    0040   E4   433F
   385     385      1  main  IN    0040   E4   433F
   386     386      1  main  IN    0040   E4   433F
   387     387      1  main  IN    0040   E4   433F
   388     388      1  main  IN    0040   E4   433F
   389     389      1  main  IN    0040   E4   433F
   390     390      1  main  IN    0040   E4   433F
   391     391      1  main  IN    0040   E4   433F
   392     392      1  main  IN    0040   E4   433F
   393     393      1  main  IN    0040   E4   433F
   394     394      1  main  IN    0040   E4   433F
   395     395      1  main  IN    0040   E4   433F
   396     396      1  main  IN    0040   E4   433F
   397     397      1  main  IN    0040   E4   433F
   398     398      1  main  IN    0040   E4   433F
   399     399      1  main  IN    0040   E4   433F
   400     400      1  main  IN    0040   E4   433F
   401     401      1  main  IN    0040   E4   433F
   402     402      1  main  IN    0040   E4   433F
   403     403      1  main  IN    0040   E4   433F
   404     404      1  main  IN    0040   E4   433F
   405     405      1  main  IN    0040   E4   433F
   406     406      1  main  IN    0040   E4   433F
   407     407      1  main  IN    0040   E4   433F
   408     408      1  main  IN    0040   E4   433F
   409     409      1  main  IN    0040   E4   433F
   410     410      1  main  IN    0040   E4   433F
   411     411      1  main  IN    0040   E4   433F
   412     412      1  main  IN    0040   E4   433F
   413     413      1  main  IN    0040   E4   433F
   414     414      1  main  IN    0040   E4   433F
   415     415      1  main  IN    0040   E4   433F
   416     416      1  main  IN    0040   E4   433F
   417     417      1  main  IN    0040   E4   433F
   418     418      1  main  IN    0040   E4   433F
   419     419      1  main  IN    0040   E4   433F
   420     420      1  main  IN    0040   E4   433F
   421     421      1  main  IN    0040   E4   433F
   422     422      1  main  IN    0040   E4   433F
   423     423      1  main  IN    0040   E4   433F
   424     424      1  main  IN    0040   E4   433F
   425     425      1  main  IN    0040   E4   433F
   426     426      1  main  IN    0040   E4   433F
   427     427      1  main  IN    0040   E4   433F
   428     428      1  main  IN    0040   E4   433F
   429     429      1  main  IN    0040   E4   433F
   430     430      1  main  IN    0040   E4   433F
   431     431      1  main  IN    0040   E4   433F
   432     432      1  main  IN    0040   E4   433F
   433     433      1  main  IN    0040   E4   433F
   434     434      1  main  IN    0040   E4   433F
   435     435      1  main  IN    0040   E4   433F
   436     436      1  main  IN    0040   E4   433F
   437     437      1  main  IN    0040   E4   433F
   438     438      1  main  IN    0040   E4   433F
   439     439      1  main  IN    0040   E4   433F
   440     440      1  main  IN    0040   E4   433F
   441     441      1  main  IN    0040   E4   433F
   442     442      1  main  IN    0040   E4   433F
   443     443      1  main  IN    0040   E4   433F
   444     444      1  main  IN    0040   E4   433F
   445     445      1  main  IN    0040   E4   433F
   446     446      1  main  IN    0040   E4   433F
   447     447      1  main  IN    0040   E4   433F
   448     448      1  main  IN    0040   E4   433F
   449     449      1  main  IN    0040   E4   433F
   450     450      1  main  IN    0040   E4   433F
   451     451      1  main  IN    0040   E4   433F
   452     452      1  main  IN    0040   E4   433F
   453     453      1  main  IN    0040   E4   433F
   454     454      1  main  IN    0040   E4   433F
   455     455      1  main  IN    0040   E4   433F
   456     456      1  main  IN    0040   E4   433F
   457     457      1  main  IN    0040   E4   433F
   458     458      1  main  IN    0040   E4   433F
   459     459      1  main  IN    0040   E4   433F
   460     460      1  main  IN    0040   E4   433F
   461     461      1  main  IN    0040   E4   433F
   462     462      1  main  IN    0040   E4   433F
   463     463      1  main  IN    0040   E4   433F
   464     464      1  main  IN    0040   E4   433F
   465     465      1  main  IN    0040   E4   433F
   466     466      1  main  IN    0040   E4   433F
   467     467      1  main  IN    0040   E4   433F
   468     468      1  main  IN    0040   E4   433F
   469     469      1  main  IN    0040   E4   433F
   470     470      1  main  IN    0040   E4   433F
   471     471      1  main  IN    0040   E4   433F
   472     472      1  main  IN    0040   E4   433F
   473     473      1  main  IN    0040   E4   433F
   474     474      1  main  IN    0040   E4   433F
   475     475      1  main  IN    0040   E4   433F
   476     476      2  main  IN    0040   C4   433F
   477     477      2  main  IN    0040   C4   4345
   478     478      2  main  IN    0040   C4   4345
   479     479      2  main  IN    0040   C4   4345
   480     480      2  main  IN    0040   C4   4345
   481     481      2  main  IN    0040   C4   4345
   482     482      2  main  IN    0040   C4   4345
   483     483      2  main  IN    0040   C4   4345
   484     484      2  main  IN    0040   C4   4345
   485     485      2  main  IN    0040   C4   4345
   486     486      2  main  IN    0040   C4   4345
   487     487      2  main  IN    0040   C4   4345
   488     488      2  main  IN    0040   C4   4345
   489     489      2  main  IN    0040   C4   4345
   490     490      2  main  IN    0040   C4   4345
   491     491      2  main  IN    0040   C4   4345
   492     492      2  main  IN    0040   C4   4345
   493     493      2  main  IN    0040   C4   4345
   494     494      2  main  IN    0040   C4   4345
   495     495      2  main  IN    0040   C4   4345
   496     496      2  main  IN    0040   C4   4345
   497     497      2  main  IN    0040   C4   4345
   498     498      2  main  IN    0040   C4   4345
   499     499      2  main  IN    0040   C4   4345
   500     500      2  main  IN    0040   C4   4345
   501     501      2  main  IN    0040   C4   4345
   502     502      2  main  IN    0040   C4   4345
   503     503      2  main  IN    0040   C4   4345
   504     504      2  main  IN    0040   C4   4345
   505     505      2  main  IN    0040   C4   4345
   506     506      2  main  IN    0040   C4   4345
   507     507      2  main  IN    0040   C4   4345
   508     508      2  main  IN    0040   C4   4345
   509     509      2  main  IN    0040   C4   4345
   510     510      2  main  IN    0040   C4   4345
   511     511      2  main  IN    0040   C4   4345
   512     512      2  main  IN    0040   C4   4345
   513     513      2  main  IN    0040   C4   4345
   514     514      2  main  IN    0040   C4   4345
   515     515      2  main  IN    0040   C4   4345
   516     516      2  main  IN    0040   C4   4345
   517     517      2  main  IN    0040   C4   4345
   518     518      2  main  IN    0040   C4   4345
   519     519      2  main  IN    0040   C4   4345
   520     520      2  main  IN    0040   C4   4345
   521     521      2  main  IN    0040   C4   4345
   522     522      2  main  IN    0040   C4   4345
   523     523      2  main  IN    0040   C4   4345
   524     524      2  main  IN    0040   C4   4345
   525     525      2  main  IN    0040   C4   4345
   526     526      2  main  IN    0040   C4   4345
   527     527      2  main  IN    0040   C4   4345
   528     528      2  main  IN    0040   C4   4345
   529     529      2  main  IN    0040   C4   4345
   530     530      2  main  IN    0040   C4   4345
   531     531      2  main  IN    0040   C4   4345
   532     532      2  main  IN    0040   C4   4345
   533     533      2  main  IN    0040   C4   4345
   534     534      2  main  IN    0040   C4   4345
   535     535      2  main  IN    0040   C4   4345
   536     536      2  main  IN    0040   C4   4345
   537     537      2  main  IN    0040   C4   4345
   538     538      2  main  IN    0040   C4   4345
   539     539      2  main  IN    0040   C4   4345
   540     540      2  main  IN    0040   C4   4345
   541     541      2  main  IN    0040   C4   4345
   542     542      2  main  IN    0040   C4   4345
   543     543      2  main  IN    0040   C4   4345
   544     544      2  main  IN    0040   C4   4345
   545     545      2  main  IN    0040   C4   4345
   546     546      2  main  IN    0040   C4   4345
   547     547      2  main  IN    0040   C4   4345
   548     548      2  main  IN    0040   C4   4345
   549     549      2  main  IN    0040   C4   4345
   550     550      2  main  IN    0040   C4   4345
   551     551      2  main  IN    0040   C4   4345
   552     552      2  main  IN    0040   C4   4345
   553     553      2  main  IN    0040   C4   4345
   554     554      2  main  IN    0040   C4   4345
   555     555      2  main  IN    0040   C4   4345
   556     556      2  main  IN    0040   C4   4345
   557     557      2  main  IN    0040   C4   4345
   558     558      2  main  IN    0040   C4   4345
   559     559      2  main  IN    0040   C4   4345
   560     560      2  main  IN    0040   C4   4345
   561     561      2  main  IN    0040   C4   4345
   562     562      2  main  IN    0040   C4   4345
   563     563      2  main  IN    0040   C4   4345
   564     564      2  main  IN    0040   C4   4345
   565     565      2  main  IN    0040   C4   4345
   566     566      2  main  IN    0040   C4   4345
   567     567      2  main  IN    0040   C4   4345
   568     568      2  main  IN    0040   C4   4345
   569     569      2  main  IN    0040   C4   4345
   570     570      2  main  IN    0040   C4   4345
   571     571      2  main  IN    0040   C4   4345
   572     572      2  main  IN    0040   C4   4345
   573     573      2  main  IN    0040   C4   4345
   574     574      2  main  IN    0040   C4   4345
   575     575      2  main  IN    0040   C4   4345
   576     576      2  main  IN    0040   C4   4345
   577     577      2  main  IN    0040   C4   4345
   578     578      2  main  IN    0040   C4   4345
   579     579      2  main  IN    0040   C4   4345
   580     580      2  main  IN    0040   C4   4345
   581     581      2  main  IN    0040   C4   4345
   582     582      2  main  IN    0040   C4   4345
   583     583      2  main  IN    0040   C4   4345
   584     584      2  main  IN    0040   C4   4345
   585     585      2  main  IN    0040   C4   4345
   586     586      2  main  IN    0040   C4   4345
   587     587      2  main  IN    0040   C4   4345
   588     588      2  main  IN    0040   C4   4345
   589     589      2  main  IN    0040   C4   4345
   590     590      2  main  IN    0040   C4   4345
   591     591      2  main  IN    0040   C4   4345
   592     592      2  main  IN    0040   C4   4345
   593     593      2  main  IN    0040   C4   4345
   594     594      2  main  IN    0040   C4   4345
   595     595      2  main  IN    0040   C4   4345
   596     596      2  main  IN    0040   C4   4345
   597     597      2  main  IN    0040   C4   4345
   598     598      2  main  IN    0040   C4   4345
   599     599      2  main  IN    0040   C4   4345
   600     600      2  main  IN    0040   C4   4345
   601     601      2  main  IN    0040   C4   4345
   602     602      2  main  IN    0040   C4   4345
   603     603      2  main  IN    0040   C4   4345
   604     604      2  main  IN    0040   C4   4345
   605     605      2  main  IN    0040   C4   4345
   606     606      2  main  IN    0040   C4   4345
   607     607      2  main  IN    0040   C4   4345
   608     608      2  main  IN    0040   C4   4345
   609     609      2  main  IN    0040   C4   4345
   610     610      2  main  IN    0040   C4   4345
   611     611      2  main  IN    0040   C4   4345
   612     612      2  main  IN    0040   C4   4345
   613     613      2  main  IN    0040   C4   4345
   614     614      2  main  IN    0040   C4   4345
   615     615      2  main  IN    0040   C4   4345
   616     616      2  main  IN    0040   C4   4345
   617     617      2  main  IN    0040   C4   4345
   618     618      2  main  IN    0040   C4   4345
   619     619      2  main  IN    0040   C4   4345
   620     620      2  main  IN    0040   C4   4345
   621     621      2  main  IN    0040   C4   4345
   622     622      2  main  IN    0040   C4   4345
   623     623      2  main  IN    0040   C4   4345
   624     624      2  main  IN    0040   C4   4345
   625     625      2  main  IN    0040   C4   4345
   626     626      2  main  IN    0040   C4   4345
   627     627      2  main  IN    0040   C4   4345
   628     628      2  main  IN    0040   C4   4345
   629     629      2  main  IN    0040   C4   4345
   630     630      2  main  IN    0040   C4   4345
   631     631      2  main  IN    0040   C4   4345
   632     632      2  main  IN    0040   C4   4345
   633     633      2  main  IN    0040   C4   4345
   634     634      2  main  IN    0040   C4   4345
   635     635      2  main  IN    0040   C4   4345
   636     636      2  main  IN    0040   C4   4345
   637     637      2  main  IN    0040   C4   4345
   638     638      2  main  IN    0040   C4   4345
   639     639      2  main  IN    0040   C4   4345
   640     640      2  main  IN    0040   C4   4345
   641     641      2  main  IN    0040   C4   4345
   642     642      2  main  IN    0040   C4   4345
