# PC88Behavior 順序付き I/O 記録
#
# 記録しているのは OUT/IN の発生順・ポート番号・値・発行元PC(直前PC)・
# フレーム番号のみ。ROM の内容は含まない。
#
# メインCPUとサブCPUは別々のZ80として並行に走っており、互いの
# seq/frame を比較しても実際の前後関係にはならない。そのため
# 1本の列に混ぜず、CPUごとに節を分けて出す（メイン→サブの順）。
# 同一CPU内の節は seq の昇順＝発生順そのもの。
#
# clock 列（M6c）は main/sub・iolog/intlog を横断する共通の
# 単調増加通し番号。frame と違い、これは他CPUの clock 値・
# 他ログ種別の clock 値と比較して真の前後関係を判定してよい
# （小さいほうが先に起きた）。詳細は q88h_clock.h を参照。

core      : $WORKDIR/vendor/quasi88-libretro/quasi88_libretro.dylib
rom-dir   : $PC88_REF_ROM_DIR
disk      : $PC88_REF_DISK_DIR/N88_FE.D88
frames    : 1800

# main
# seq    clock   frame  cpu   kind  port  value  pc
 57455  147033     62  main  OUT   00FF   08   C26F
 57456  147034     62  main  IN    00FE   00   C257
 57457  147038     62  main  IN    00FE   01   C257
 57458  147039     62  main  OUT   00FF   09   C25E
 57459  147040     62  main  IN    00FE   11   C260
 57460  147046     62  main  IN    00FE   10   C260
 57461  147047     62  main  IN    00FD   20   C265
 57462  147048     62  main  IN    00FC   62   C269
 57463  147049     62  main  OUT   00FF   08   C26F
 57464  147050     62  main  IN    00FE   00   C257
 57465  147054     62  main  IN    00FE   01   C257
 57466  147055     62  main  OUT   00FF   09   C25E
 57467  147056     62  main  IN    00FE   11   C260
 57468  147062     62  main  IN    00FE   10   C260
 57469  147063     62  main  IN    00FD   79   C265
 57470  147064     62  main  IN    00FC   20   C269
 57471  147065     62  main  OUT   00FF   08   C26F
 57472  147066     62  main  IN    00FE   00   C257
 57473  147070     62  main  IN    00FE   01   C257
 57474  147071     62  main  OUT   00FF   09   C25E
 57475  147072     62  main  IN    00FE   11   C260
 57476  147078     62  main  IN    00FE   10   C260
 57477  147079     62  main  IN    00FD   4E   C265
 57478  147080     62  main  IN    00FC   45   C269
 57479  147081     62  main  OUT   00FF   08   C26F
 57480  147082     62  main  IN    00FE   00   C257
 57481  147086     62  main  IN    00FE   01   C257
 57482  147087     62  main  OUT   00FF   09   C25E
 57483  147088     62  main  IN    00FE   11   C260
 57484  147094     62  main  IN    00FE   10   C260
 57485  147095     62  main  IN    00FD   43   C265
 57486  147096     62  main  IN    00FC   00   C269
 57487  147097     62  main  OUT   00FF   08   C26F
 57488  147098     62  main  IN    00FE   00   C257
 57489  147102     62  main  IN    00FE   01   C257
 57490  147103     62  main  OUT   00FF   09   C25E
 57491  147104     62  main  IN    00FE   11   C260
 57492  147110     62  main  IN    00FE   10   C260
 57493  147111     62  main  IN    00FD   00   C265
 57494  147112     62  main  IN    00FC   00   C269
 57495  147113     62  main  OUT   00FF   08   C26F
 57496  147114     62  main  IN    00FE   00   C257
 57497  147118     62  main  IN    00FE   01   C257
 57498  147119     62  main  OUT   00FF   09   C25E
 57499  147120     62  main  IN    00FE   11   C260
 57500  147126     62  main  IN    00FE   10   C260
 57501  147127     62  main  IN    00FD   00   C265
 57502  147128     62  main  IN    00FC   00   C269
 57503  147129     62  main  OUT   00FF   08   C26F
 57504  147130     62  main  IN    00FE   00   C257
 57505  147134     62  main  IN    00FE   01   C257
 57506  147135     62  main  OUT   00FF   09   C25E
 57507  147136     62  main  IN    00FE   11   C260
 57508  147142     62  main  IN    00FE   10   C260
 57509  147143     62  main  IN    00FD   00   C265
 57510  147144     62  main  IN    00FC   00   C269
 57511  147145     62  main  OUT   00FF   08   C26F
 57512  147146     62  main  IN    00FE   00   C257
 57513  147150     62  main  IN    00FE   01   C257
 57514  147151     62  main  OUT   00FF   09   C25E
 57515  147152     62  main  IN    00FE   11   C260
 57516  147158     62  main  IN    00FE   10   C260
 57517  147159     62  main  IN    00FD   00   C265
 57518  147160     62  main  IN    00FC   00   C269
 57519  147161     62  main  OUT   00FF   08   C26F
 57520  147162     62  main  IN    00FE   00   C257
 57521  147166     62  main  IN    00FE   01   C257
 57522  147167     62  main  OUT   00FF   09   C25E
 57523  147168     62  main  IN    00FE   11   C260
 57524  147174     62  main  IN    00FE   10   C260
 57525  147175     62  main  IN    00FD   00   C265
 57526  147176     62  main  IN    00FC   00   C269
 57527  147177     62  main  OUT   00FF   08   C26F
 57528  147178     62  main  IN    00FE   00   C257
 57529  147182     62  main  IN    00FE   01   C257
 57530  147183     62  main  OUT   00FF   09   C25E
 57531  147184     62  main  IN    00FE   11   C260
 57532  147190     62  main  IN    00FE   10   C260
 57533  147191     62  main  IN    00FD   00   C265
 57534  147192     62  main  IN    00FC   00   C269
 57535  147193     62  main  OUT   00FF   08   C26F
 57536  147194     62  main  IN    00FE   00   C257
 57537  147198     62  main  IN    00FE   01   C257
 57538  147199     62  main  OUT   00FF   09   C25E
 57539  147200     62  main  IN    00FE   11   C260
 57540  147206     62  main  IN    00FE   10   C260
 57541  147207     62  main  IN    00FD   00   C265
 57542  147208     62  main  IN    00FC   00   C269
 57543  147209     62  main  OUT   00FF   08   C26F
 57544  147210     62  main  IN    00FE   00   C257
 57545  147214     62  main  IN    00FE   01   C257
 57546  147215     62  main  OUT   00FF   09   C25E
 57547  147216     62  main  IN    00FE   11   C260
 57548  147222     62  main  IN    00FE   10   C260
 57549  147223     62  main  IN    00FD   00   C265
 57550  147224     62  main  IN    00FC   00   C269
 57551  147225     62  main  OUT   00FF   08   C26F
 57552  147226     62  main  IN    00FE   00   C257
 57553  147230     62  main  IN    00FE   01   C257
 57554  147231     62  main  OUT   00FF   09   C25E
 57555  147232     62  main  IN    00FE   11   C260
 57556  147238     62  main  IN    00FE   10   C260
 57557  147239     62  main  IN    00FD   00   C265
 57558  147240     62  main  IN    00FC   00   C269
 57559  147241     62  main  OUT   00FF   08   C26F
 57560  147242     62  main  IN    00FE   00   C257
 57561  147246     62  main  IN    00FE   01   C257
 57562  147247     62  main  OUT   00FF   09   C25E
 57563  147248     62  main  IN    00FE   11   C260
 57564  147254     62  main  IN    00FE   10   C260
 57565  147255     62  main  IN    00FD   00   C265
 57566  147256     62  main  IN    00FC   00   C269
 57567  147257     62  main  OUT   00FF   08   C26F
 57568  147258     62  main  IN    00FE   00   C257
 57569  147262     62  main  IN    00FE   01   C257
 57570  147263     62  main  OUT   00FF   09   C25E
 57571  147264     62  main  IN    00FE   11   C260
 57572  147270     62  main  IN    00FE   10   C260
 57573  147271     62  main  IN    00FD   00   C265
 57574  147272     62  main  IN    00FC   00   C269
 57575  147273     62  main  OUT   00FF   08   C26F
 57576  147274     62  main  IN    00FE   00   C257
 57577  147278     62  main  IN    00FE   01   C257
 57578  147279     62  main  OUT   00FF   09   C25E
 57579  147280     62  main  IN    00FE   11   C260
 57580  147286     62  main  IN    00FE   10   C260
 57581  147287     62  main  IN    00FD   00   C265
 57582  147288     62  main  IN    00FC   00   C269
 57583  147289     62  main  OUT   00FF   08   C26F
 57584  147290     62  main  IN    00FE   00   C257
 57585  147294     62  main  IN    00FE   01   C257
 57586  147295     62  main  OUT   00FF   09   C25E
 57587  147296     62  main  IN    00FE   11   C260
 57588  147302     62  main  IN    00FE   10   C260
 57589  147303     62  main  IN    00FD   00   C265
 57590  147304     62  main  IN    00FC   00   C269
 57591  147305     62  main  OUT   00FF   08   C26F
 57592  147306     62  main  IN    00FE   00   C257
 57593  147310     62  main  IN    00FE   01   C257
 57594  147311     62  main  OUT   00FF   09   C25E
 57595  147312     62  main  IN    00FE   11   C260
 57596  147318     62  main  IN    00FE   10   C260
 57597  147319     62  main  IN    00FD   00   C265
 57598  147320     62  main  IN    00FC   00   C269
 57599  147321     62  main  OUT   00FF   08   C26F
 57600  147322     62  main  IN    00FE   00   C257
 57601  147326     62  main  IN    00FE   01   C257
 57602  147327     62  main  OUT   00FF   09   C25E
 57603  147328     62  main  IN    00FE   11   C260
 57604  147334     62  main  IN    00FE   10   C260
 57605  147335     62  main  IN    00FD   00   C265
 57606  147336     62  main  IN    00FC   00   C269
 57607  147337     62  main  OUT   00FF   08   C26F
 57608  147338     62  main  IN    00FE   00   C257
 57609  147342     62  main  IN    00FE   01   C257
 57610  147343     62  main  OUT   00FF   09   C25E
 57611  147344     62  main  IN    00FE   11   C260
 57612  147350     62  main  IN    00FE   10   C260
 57613  147351     62  main  IN    00FD   00   C265
 57614  147352     62  main  IN    00FC   00   C269
 57615  147353     62  main  OUT   00FF   08   C26F
 57616  147354     62  main  IN    00FE   00   C257
 57617  147358     62  main  IN    00FE   01   C257
 57618  147359     62  main  OUT   00FF   09   C25E
 57619  147360     62  main  IN    00FE   11   C260
 57620  147366     62  main  IN    00FE   10   C260
 57621  147367     62  main  IN    00FD   00   C265
 57622  147368     62  main  IN    00FC   00   C269
 57623  147369     62  main  OUT   00FF   08   C26F
 57624  147370     62  main  IN    00FE   00   C257
 57625  147374     62  main  IN    00FE   01   C257
 57626  147375     62  main  OUT   00FF   09   C25E
 57627  147376     62  main  IN    00FE   11   C260
 57628  147382     62  main  IN    00FE   10   C260
 57629  147383     62  main  IN    00FD   00   C265
 57630  147384     62  main  IN    00FC   00   C269
 57631  147385     62  main  OUT   00FF   08   C26F
 57632  147386     62  main  IN    00FE   00   C257
 57633  147390     62  main  IN    00FE   01   C257
 57634  147391     62  main  OUT   00FF   09   C25E
 57635  147392     62  main  IN    00FE   11   C260
 57636  147398     62  main  IN    00FE   10   C260
 57637  147399     62  main  IN    00FD   00   C265
 57638  147400     62  main  IN    00FC   00   C269
 57639  147401     62  main  OUT   00FF   08   C26F
 57640  147402     62  main  IN    00FE   00   C257
 57641  147406     62  main  IN    00FE   01   C257
 57642  147407     62  main  OUT   00FF   09   C25E
 57643  147408     62  main  IN    00FE   11   C260
 57644  147414     62  main  IN    00FE   10   C260
 57645  147415     62  main  IN    00FD   00   C265
 57646  147416     62  main  IN    00FC   00   C269
 57647  147417     62  main  OUT   00FF   08   C26F
 57648  147418     62  main  IN    00FE   00   C257
 57649  147422     62  main  IN    00FE   01   C257
 57650  147423     62  main  OUT   00FF   09   C25E
 57651  147424     62  main  IN    00FE   11   C260
 57652  147430     62  main  IN    00FE   10   C260
 57653  147431     62  main  IN    00FD   00   C265
 57654  147432     62  main  IN    00FC   00   C269
 57655  147433     62  main  OUT   00FF   08   C26F
 57656  147434     62  main  IN    00FE   00   C257
 57657  147438     62  main  IN    00FE   01   C257
 57658  147439     62  main  OUT   00FF   09   C25E
 57659  147440     62  main  IN    00FE   11   C260
 57660  147446     62  main  IN    00FE   10   C260
 57661  147447     62  main  IN    00FD   00   C265
 57662  147448     62  main  IN    00FC   00   C269
 57663  147449     62  main  OUT   00FF   08   C26F
 57664  147450     62  main  IN    00FE   00   C257
 57665  147454     62  main  IN    00FE   01   C257
 57666  147455     62  main  OUT   00FF   09   C25E
 57667  147456     62  main  IN    00FE   11   C260
 57668  147462     62  main  IN    00FE   10   C260
 57669  147463     62  main  IN    00FD   00   C265
 57670  147464     62  main  IN    00FC   00   C269
 57671  147465     62  main  OUT   00FF   08   C26F
 57672  147466     62  main  IN    00FE   00   C257
 57673  147470     62  main  IN    00FE   01   C257
 57674  147471     62  main  OUT   00FF   09   C25E
 57675  147472     62  main  IN    00FE   11   C260
 57676  147478     62  main  IN    00FE   10   C260
 57677  147479     62  main  IN    00FD   00   C265
 57678  147480     62  main  IN    00FC   00   C269
 57679  147481     62  main  OUT   00FF   08   C26F
 57680  147482     62  main  IN    00FE   00   C257
 57681  147486     62  main  IN    00FE   01   C257
 57682  147487     62  main  OUT   00FF   09   C25E
 57683  147488     62  main  IN    00FE   11   C260
 57684  147494     62  main  IN    00FE   10   C260
 57685  147495     62  main  IN    00FD   00   C265
 57686  147496     62  main  IN    00FC   00   C269
 57687  147497     62  main  OUT   00FF   08   C26F
 57688  147498     62  main  IN    00FE   00   C257
 57689  147502     62  main  IN    00FE   01   C257
 57690  147503     62  main  OUT   00FF   09   C25E
 57691  147504     62  main  IN    00FE   11   C260
 57692  147510     62  main  IN    00FE   10   C260
 57693  147511     62  main  IN    00FD   00   C265
 57694  147512     62  main  IN    00FC   00   C269
 57695  147513     62  main  OUT   00FF   08   C26F
 57696  147514     62  main  IN    00FE   00   C257
 57697  147518     62  main  IN    00FE   01   C257
 57698  147519     62  main  OUT   00FF   09   C25E
 57699  147520     62  main  IN    00FE   11   C260
 57700  147526     62  main  IN    00FE   10   C260
 57701  147527     62  main  IN    00FD   00   C265
 57702  147528     62  main  IN    00FC   00   C269
 57703  147529     62  main  OUT   00FF   08   C26F
 57704  147530     62  main  IN    00FE   00   C257
 57705  147534     62  main  IN    00FE   01   C257
 57706  147535     62  main  OUT   00FF   09   C25E
 57707  147536     62  main  IN    00FE   11   C260
 57708  147542     62  main  IN    00FE   10   C260
 57709  147543     62  main  IN    00FD   00   C265
 57710  147544     62  main  IN    00FC   00   C269
 57711  147545     62  main  OUT   00FF   08   C26F
 57712  147546     62  main  IN    00FE   00   C257
 57713  147550     62  main  IN    00FE   01   C257
 57714  147551     62  main  OUT   00FF   09   C25E
 57715  147552     62  main  IN    00FE   11   C260
 57716  147558     62  main  IN    00FE   10   C260
 57717  147559     62  main  IN    00FD   00   C265
 57718  147560     62  main  IN    00FC   00   C269
 57719  147561     62  main  OUT   00FF   08   C26F
 57720  147562     62  main  IN    00FE   00   C257
 57721  147566     62  main  IN    00FE   01   C257
 57722  147567     62  main  OUT   00FF   09   C25E
 57723  147568     62  main  IN    00FE   11   C260
 57724  147574     62  main  IN    00FE   10   C260
 57725  147575     62  main  IN    00FD   00   C265
 57726  147576     62  main  IN    00FC   00   C269
 57727  147577     62  main  OUT   00FF   08   C26F
 57728  147578     62  main  IN    00FE   00   C257
 57729  147582     62  main  IN    00FE   01   C257
 57730  147583     62  main  OUT   00FF   09   C25E
 57731  147584     62  main  IN    00FE   11   C260
 57732  147590     62  main  IN    00FE   10   C260
 57733  147591     62  main  IN    00FD   00   C265
 57734  147592     62  main  IN    00FC   00   C269
 57735  147593     62  main  OUT   00FF   08   C26F
 57736  147594     62  main  IN    00FE   00   C257
 57737  147598     62  main  IN    00FE   01   C257
 57738  147599     62  main  OUT   00FF   09   C25E
 57739  147600     62  main  IN    00FE   11   C260
 57740  147606     62  main  IN    00FE   10   C260
 57741  147607     62  main  IN    00FD   00   C265
 57742  147608     62  main  IN    00FC   00   C269
 57743  147609     62  main  OUT   00FF   08   C26F
 57744  147610     62  main  IN    00FE   00   C257
 57745  147614     62  main  IN    00FE   01   C257
 57746  147615     62  main  OUT   00FF   09   C25E
 57747  147616     62  main  IN    00FE   11   C260
 57748  147622     62  main  IN    00FE   10   C260
 57749  147623     62  main  IN    00FD   00   C265
 57750  147624     62  main  IN    00FC   00   C269
 57751  147625     62  main  OUT   00FF   08   C26F
 57752  147626     62  main  IN    00FE   00   C257
 57753  147630     62  main  IN    00FE   01   C257
 57754  147631     62  main  OUT   00FF   09   C25E
 57755  147632     62  main  IN    00FE   11   C260
 57756  147638     62  main  IN    00FE   10   C260
 57757  147639     62  main  IN    00FD   00   C265
 57758  147640     62  main  IN    00FC   00   C269
 57759  147641     62  main  OUT   00FF   08   C26F
 57760  147642     62  main  IN    00FE   00   C257
 57761  147646     62  main  IN    00FE   01   C257
 57762  147647     62  main  OUT   00FF   09   C25E
 57763  147648     62  main  IN    00FE   11   C260
 57764  147654     62  main  IN    00FE   10   C260
 57765  147655     62  main  IN    00FD   00   C265
 57766  147656     62  main  IN    00FC   00   C269
 57767  147657     62  main  OUT   00FF   08   C26F
 57768  147658     62  main  IN    00FE   00   C257
 57769  147662     62  main  IN    00FE   01   C257
 57770  147663     62  main  OUT   00FF   09   C25E
 57771  147664     62  main  IN    00FE   11   C260
 57772  147670     62  main  IN    00FE   10   C260
 57773  147671     62  main  IN    00FD   00   C265
 57774  147672     62  main  IN    00FC   00   C269
 57775  147673     62  main  OUT   00FF   08   C26F
 57776  147674     62  main  IN    00FE   00   C257
 57777  147678     62  main  IN    00FE   01   C257
 57778  147679     62  main  OUT   00FF   09   C25E
 57779  147680     62  main  IN    00FE   11   C260
 57780  147686     62  main  IN    00FE   10   C260
 57781  147687     62  main  IN    00FD   00   C265
 57782  147688     62  main  IN    00FC   00   C269
 57783  147689     62  main  OUT   00FF   08   C26F
 57784  147690     62  main  IN    00FE   00   C257
 57785  147694     62  main  IN    00FE   01   C257
 57786  147695     62  main  OUT   00FF   09   C25E
 57787  147696     62  main  IN    00FE   11   C260
 57788  147702     62  main  IN    00FE   10   C260
 57789  147703     62  main  IN    00FD   00   C265
 57790  147704     62  main  IN    00FC   00   C269
 57791  147705     62  main  OUT   00FF   08   C26F
 57792  147706     62  main  IN    00FE   00   C257
 57793  147710     62  main  IN    00FE   01   C257
 57794  147711     62  main  OUT   00FF   09   C25E
 57795  147712     62  main  IN    00FE   11   C260
 57796  147718     62  main  IN    00FE   10   C260
 57797  147719     62  main  IN    00FD   00   C265
 57798  147720     62  main  IN    00FC   00   C269
 57799  147721     62  main  OUT   00FF   08   C26F
 57800  147722     62  main  IN    00FE   00   C257
 57801  147726     62  main  IN    00FE   01   C257
 57802  147727     62  main  OUT   00FF   09   C25E
 57803  147728     62  main  IN    00FE   11   C260
 57804  147734     62  main  IN    00FE   10   C260
 57805  147735     62  main  IN    00FD   00   C265
 57806  147736     62  main  IN    00FC   00   C269
 57807  147737     62  main  OUT   00FF   08   C26F
 57808  147738     62  main  IN    00FE   00   C257
 57809  147742     62  main  IN    00FE   01   C257
 57810  147743     62  main  OUT   00FF   09   C25E
 57811  147744     62  main  IN    00FE   11   C260
 57812  147750     62  main  IN    00FE   10   C260
 57813  147751     62  main  IN    00FD   00   C265
 57814  147752     62  main  IN    00FC   00   C269
 57815  147753     62  main  OUT   00FF   08   C26F
 57816  147754     62  main  IN    00FE   00   C257
 57817  147758     62  main  IN    00FE   01   C257
 57818  147759     62  main  OUT   00FF   09   C25E
 57819  147760     62  main  IN    00FE   11   C260
 57820  147766     62  main  IN    00FE   10   C260
 57821  147767     62  main  IN    00FD   00   C265
 57822  147768     62  main  IN    00FC   00   C269
 57823  147769     62  main  OUT   00FF   08   C26F
 57824  147770     62  main  IN    00FE   00   C257
 57825  147774     62  main  IN    00FE   01   C257
 57826  147775     62  main  OUT   00FF   09   C25E
 57827  147776     62  main  IN    00FE   11   C260
 57828  147782     62  main  IN    00FE   10   C260
 57829  147783     62  main  IN    00FD   00   C265
 57830  147784     62  main  IN    00FC   00   C269
 57831  147785     62  main  OUT   00FF   08   C26F
 57832  147786     62  main  IN    00FE   00   C257
 57833  147790     62  main  IN    00FE   01   C257
 57834  147791     62  main  OUT   00FF   09   C25E
 57835  147792     62  main  IN    00FE   11   C260
 57836  147798     62  main  IN    00FE   10   C260
 57837  147799     62  main  IN    00FD   00   C265
 57838  147800     62  main  IN    00FC   00   C269
 57839  147801     62  main  OUT   00FF   08   C26F
 57840  147802     62  main  IN    00FE   00   C257
 57841  147806     62  main  IN    00FE   01   C257
 57842  147807     62  main  OUT   00FF   09   C25E
 57843  147808     62  main  IN    00FE   11   C260
 57844  147814     62  main  IN    00FE   10   C260
 57845  147815     62  main  IN    00FD   00   C265
 57846  147816     62  main  IN    00FC   00   C269
 57847  147817     62  main  OUT   00FF   08   C26F
 57848  147818     62  main  IN    00FE   00   C257
 57849  147822     62  main  IN    00FE   01   C257
 57850  147823     62  main  OUT   00FF   09   C25E
 57851  147824     62  main  IN    00FE   11   C260
 57852  147830     62  main  IN    00FE   10   C260
 57853  147831     62  main  IN    00FD   00   C265
 57854  147832     62  main  IN    00FC   00   C269
 57855  147833     62  main  OUT   00FF   08   C26F
 57856  147834     62  main  IN    00FE   00   C257
 57857  147838     62  main  IN    00FE   01   C257
 57858  147839     62  main  OUT   00FF   09   C25E
 57859  147840     62  main  IN    00FE   11   C260
 57860  147846     62  main  IN    00FE   10   C260
 57861  147847     62  main  IN    00FD   00   C265
 57862  147848     62  main  IN    00FC   00   C269
 57863  147849     62  main  OUT   00FF   08   C26F
 57864  147850     62  main  IN    00FE   00   C257
 57865  147854     62  main  IN    00FE   01   C257
 57866  147855     62  main  OUT   00FF   09   C25E
 57867  147856     62  main  IN    00FE   11   C260
 57868  147862     62  main  IN    00FE   10   C260
 57869  147863     62  main  IN    00FD   00   C265
 57870  147864     62  main  IN    00FC   00   C269
 57871  147865     62  main  OUT   00FF   08   C26F
 57872  147866     62  main  IN    00FE   00   C257
 57873  147870     62  main  IN    00FE   01   C257
 57874  147871     62  main  OUT   00FF   09   C25E
 57875  147872     62  main  IN    00FE   11   C260
 57876  147878     62  main  IN    00FE   10   C260
 57877  147879     62  main  IN    00FD   00   C265
 57878  147880     62  main  IN    00FC   00   C269
 57879  147881     62  main  OUT   00FF   08   C26F
 57880  147882     62  main  IN    00FE   00   C257
 57881  147886     62  main  IN    00FE   01   C257
 57882  147887     62  main  OUT   00FF   09   C25E
 57883  147888     62  main  IN    00FE   11   C260
 57884  147894     62  main  IN    00FE   10   C260
 57885  147895     62  main  IN    00FD   00   C265
 57886  147896     62  main  IN    00FC   00   C269
 57887  147897     62  main  OUT   00FF   08   C26F
 57888  147898     62  main  IN    00FE   00   C257
 57889  147902     62  main  IN    00FE   01   C257
 57890  147903     62  main  OUT   00FF   09   C25E
 57891  147904     62  main  IN    00FE   11   C260
 57892  147910     62  main  IN    00FE   10   C260
 57893  147911     62  main  IN    00FD   00   C265
 57894  147912     62  main  IN    00FC   00   C269
 57895  147913     62  main  OUT   00FF   08   C26F
 57896  147914     62  main  IN    00FE   00   C257
 57897  147918     62  main  IN    00FE   01   C257
 57898  147919     62  main  OUT   00FF   09   C25E
 57899  147920     62  main  IN    00FE   11   C260
 57900  147926     62  main  IN    00FE   10   C260
 57901  147927     62  main  IN    00FD   00   C265
 57902  147928     62  main  IN    00FC   00   C269
 57903  147929     62  main  OUT   00FF   08   C26F
 57904  147930     62  main  IN    00FE   00   C257
 57905  147934     62  main  IN    00FE   01   C257
 57906  147935     62  main  OUT   00FF   09   C25E
 57907  147936     62  main  IN    00FE   11   C260
 57908  147942     62  main  IN    00FE   10   C260
 57909  147943     62  main  IN    00FD   00   C265
 57910  147944     62  main  IN    00FC   00   C269
 57911  147945     62  main  OUT   00FF   08   C26F
 57912  147946     62  main  IN    00FE   00   C257
 57913  147950     62  main  IN    00FE   01   C257
 57914  147951     62  main  OUT   00FF   09   C25E
 57915  147952     62  main  IN    00FE   11   C260
 57916  147958     62  main  IN    00FE   10   C260
 57917  147959     62  main  IN    00FD   00   C265
 57918  147960     62  main  IN    00FC   00   C269
 57919  147961     62  main  OUT   00FF   08   C26F
 57920  147962     62  main  IN    00FE   00   C257
 57921  147966     62  main  IN    00FE   01   C257
 57922  147967     62  main  OUT   00FF   09   C25E
 57923  147968     62  main  IN    00FE   11   C260
 57924  147974     62  main  IN    00FE   10   C260
 57925  147975     62  main  IN    00FD   00   C265
 57926  147976     62  main  IN    00FC   00   C269
 57927  147977     62  main  OUT   00FF   08   C26F
 57928  147978     62  main  IN    00FE   00   C257
 57929  147982     62  main  IN    00FE   01   C257
 57930  147983     62  main  OUT   00FF   09   C25E
 57931  147984     62  main  IN    00FE   11   C260
 57932  147990     62  main  IN    00FE   10   C260
 57933  147991     62  main  IN    00FD   00   C265
 57934  147992     62  main  IN    00FC   00   C269
 57935  147993     62  main  OUT   00FF   08   C26F
 57936  147994     62  main  IN    00FE   00   C257
 57937  147998     62  main  IN    00FE   01   C257
 57938  147999     62  main  OUT   00FF   09   C25E
 57939  148000     62  main  IN    00FE   11   C260
 57940  148006     62  main  IN    00FE   10   C260
 57941  148007     62  main  IN    00FD   00   C265
 57942  148008     62  main  IN    00FC   00   C269
 57943  148009     62  main  OUT   00FF   08   C26F
 57944  148010     62  main  IN    00FE   00   C257
 57945  148014     62  main  IN    00FE   01   C257
 57946  148015     62  main  OUT   00FF   09   C25E
 57947  148016     62  main  IN    00FE   11   C260
 57948  148022     62  main  IN    00FE   10   C260
 57949  148023     62  main  IN    00FD   00   C265
 57950  148024     62  main  IN    00FC   00   C269
 57951  148025     62  main  OUT   00FF   08   C26F
 57952  148026     62  main  IN    00FE   00   C257
 57953  148030     62  main  IN    00FE   01   C257
 57954  148031     62  main  OUT   00FF   09   C25E
 57955  148032     62  main  IN    00FE   11   C260
 57956  148038     62  main  IN    00FE   10   C260
 57957  148039     62  main  IN    00FD   00   C265
 57958  148040     62  main  IN    00FC   00   C269
 57959  148041     62  main  OUT   00FF   08   C26F
 57960  148042     62  main  IN    00FE   00   C257
 57961  148046     62  main  IN    00FE   01   C257
 57962  148047     62  main  OUT   00FF   09   C25E
 57963  148048     62  main  IN    00FE   11   C260
 57964  148054     62  main  IN    00FE   10   C260
 57965  148055     62  main  IN    00FD   00   C265
 57966  148056     62  main  IN    00FC   00   C269
 57967  148057     62  main  OUT   00FF   08   C26F
 57968  148058     62  main  IN    00FE   00   C257
 57969  148062     62  main  IN    00FE   01   C257
 57970  148063     62  main  OUT   00FF   09   C25E
 57971  148064     62  main  IN    00FE   11   C260
 57972  148070     62  main  IN    00FE   10   C260
 57973  148071     62  main  IN    00FD   00   C265
 57974  148072     62  main  IN    00FC   00   C269
 57975  148073     62  main  OUT   00FF   08   C26F
 57976  148074     62  main  IN    00FE   00   C257
 57977  148078     62  main  IN    00FE   01   C257
 57978  148079     62  main  OUT   00FF   09   C25E
 57979  148080     62  main  IN    00FE   11   C260
 57980  148086     62  main  IN    00FE   10   C260
 57981  148087     62  main  IN    00FD   00   C265
 57982  148088     62  main  IN    00FC   00   C269
 57983  148089     62  main  OUT   00FF   08   C26F
 57984  148090     62  main  IN    00FE   00   C257
 57985  148094     62  main  IN    00FE   01   C257
 57986  148095     62  main  OUT   00FF   09   C25E
 57987  148096     62  main  IN    00FE   11   C260
 57988  148102     62  main  IN    00FE   10   C260
 57989  148103     62  main  IN    00FD   00   C265
 57990  148104     62  main  IN    00FC   00   C269
 57991  148105     62  main  OUT   00FF   08   C26F
 57992  148106     62  main  IN    00FE   00   C257
 57993  148110     62  main  IN    00FE   01   C257
 57994  148111     62  main  OUT   00FF   09   C25E
 57995  148112     62  main  IN    00FE   11   C260
 57996  148118     62  main  IN    00FE   10   C260
 57997  148119     62  main  IN    00FD   00   C265
 57998  148120     62  main  IN    00FC   00   C269
 57999  148121     62  main  OUT   00FF   08   C26F
 58000  148122     62  main  IN    00FE   00   C257
 58001  148126     62  main  IN    00FE   01   C257
 58002  148127     62  main  OUT   00FF   09   C25E
 58003  148128     62  main  IN    00FE   11   C260
 58004  148134     62  main  IN    00FE   10   C260
 58005  148135     62  main  IN    00FD   00   C265
 58006  148136     62  main  IN    00FC   00   C269
 58007  148137     62  main  OUT   00FF   08   C26F
 58008  148138     62  main  IN    00FE   00   C257
 58009  148142     62  main  IN    00FE   01   C257
 58010  148143     62  main  OUT   00FF   09   C25E
 58011  148144     62  main  IN    00FE   11   C260
 58012  148150     62  main  IN    00FE   10   C260
 58013  148151     62  main  IN    00FD   00   C265
 58014  148152     62  main  IN    00FC   00   C269
 58015  148153     62  main  OUT   00FF   08   C26F
 58016  148154     62  main  IN    00FE   00   C257
 58017  148158     62  main  IN    00FE   01   C257
 58018  148159     62  main  OUT   00FF   09   C25E
 58019  148160     62  main  IN    00FE   11   C260
 58020  148166     62  main  IN    00FE   10   C260
 58021  148167     62  main  IN    00FD   00   C265
 58022  148168     62  main  IN    00FC   00   C269
 58023  148169     62  main  OUT   00FF   08   C26F
 58024  148170     62  main  IN    00FE   00   C257
 58025  148174     62  main  IN    00FE   01   C257
 58026  148175     62  main  OUT   00FF   09   C25E
 58027  148176     62  main  IN    00FE   11   C260
 58028  148182     62  main  IN    00FE   10   C260
 58029  148183     62  main  IN    00FD   00   C265
 58030  148184     62  main  IN    00FC   00   C269
