record	candidate_id	arm	physical_row	char_count	sha256
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	11	73	b26340c1b6af2f10db4f54831125fff94251ac1adb241f146b8fbb37df354492
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	12	74	0c8c0f8e178b1251504a6845e157cf8776fc3d4afe0f66b21350055a0e1628b8
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	13	73	910193257f210c22253785881065e30da9df1b6639c6db577304e4aef43a6deb
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	14	74	b6eedfc4debbaff3c8849f3e31aaddeea679f599020049bfeec158259fbf29ce
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	15	73	eba01b5b6481f7233468dc8da539cb4b71b8992943771a90099061c9ab62d0d0
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	16	74	03c6a7e87745ed1e1e3168412c3c106b7bd9527409f5048ae5d06033b18d2864
row	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	17	9	65860ac222b875129ff9cca3761b95b0b6cd100867bf63551e0a1ecaafa28eb7
summary	files_layout_rule_G5_RAW9_80DOT_00BLANK_NONE	L96	-	18	77d2e9d37851c88183588c2685c900dcb1117b2cbc03e76d1c0c9e1f6da24e72
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L0	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L1	0	12	898a86928e13d2d8a20712fcae09a74c8fa44aa74a5e7eaf0cbc45f9ba557638
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L1	-	1	803426cd9fa826ca22d01671acdad76515d27807ffcc6e975ac08d102d1ac1b0
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L4	0	60	bd621de871e40e69f6ee025dd54bb3c2a0d10b892387b5e14d7621f555f1b9f7
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L4	-	1	9c5e64905e55ad549f3153936b264c17ce10321ae75da34a5e58aa94dbefea8e
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L5	0	76	807d97fb8954126b4f19b5c8166431c3f2c16cf9d637c2180f72343617688eb9
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L5	-	1	fd770bd746c4e9a3e1ae7c9561846f8cfaed7a82918b2c5f792c4b864b811406
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L6	0	76	807d97fb8954126b4f19b5c8166431c3f2c16cf9d637c2180f72343617688eb9
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L6	1	12	cb58d2728405e3670260be99309de07492e1d2c7786da5aaaff50f5089a483a0
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L6	-	2	3ba2e8739bcaaba46a7f28409406e21797fcf1b4ca1c141dfc08b22000261b5a
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L11	0	76	cd8171c28df76ad40be78b9c0c1ea013be5560360b0690a055bbe07d4e3faa03
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L11	1	77	419a46f1d056c386d06a27117fa4bf6697f65cfe036281c015a569fde69289f6
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L11	2	12	41d84fb090d9b4236277a7873104cfe350aaaea6bd8a56a4098b0865a445a86a
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L11	-	3	fa68e0218363262b3db495ccd7d030710fe99e96afc8cbc1d5416ea6b17b24fb
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	0	76	db1a83e8e94fae3461a3040048acff63e9f53150ad57c6de0ede206f47a8fae1
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	1	76	d916125e3df0914a2559f82dfb8bd3ae2eeeaf59916471a519a7c11381fd1df5
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	2	76	166f06d720bea870f8bb61931aa9f58c50bcff3ebda1f34f15a03f9150cfe5b7
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	3	76	dedefd95c4a722a0393a4920e10fa341eff8ecaf9214f497972104cadf77f854
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	4	76	395fb0f98506f026cae9842602f80e55b08edad500d135032a2500bb4d997e23
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	5	76	f01258871bf3fcf97fd06e05c2b6d05be8aa8cf96755ca7e1146a1df87d44145
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	6	76	5c6c1a0882acd76bb199b071792be04193d68a9fe591fbb9e59a3cb78a59c07f
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	7	76	387252f4b841671d82984b0fba4ecbcc58142a00661f6798d040f7c90307962d
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	8	76	50e3c1ed4e8b79e30866ddb8f9bb256acc44c3352051ae799f8d229e5c044e78
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	9	76	34f88ef64a90ed91f229c6fbb1f6de9e40b2af64f7eb232723da220c58006446
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	10	76	d654e3638d04a8e64c7455a52059cb19871c7f12b3dc5d0020fb19a1bbb72a27
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	11	76	4e30e5525113967b8901a50e0fd221b683c48b7d79513dce766366263c3ddf32
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	12	76	97597fa2c2a3d39f375b26c119e53d2b5a4f6896cae26d2fb40a737ea27a9008
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	13	76	fea573f0817653863f7075d0588c38630f0fe649d438adcea710c860431d9b6a
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	14	76	63cff91367acd254916d536de71ba491c5828ae0bf3fe6c1504b829da7f4b401
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	15	76	e3602ac3d0860ad1332e0443e8e225acc33d4c92ab4bfde4e78f1d24d2be0520
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	16	76	0c43a17400eba69cf534114b51d5e3fcf0316b6d5fa1fb1b4ad47d308c67457c
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	17	12	e23b66ef1d775fbfb0477c41ab5a0f54d16afda2d169dab4e2ce817c82a6e3b0
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_UNITS	L96	-	18	cbbd9095c3ef5e7288bf28978bba38ead86b659ee5c8699248a839df28cf1808
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L0	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L1	0	12	898a86928e13d2d8a20712fcae09a74c8fa44aa74a5e7eaf0cbc45f9ba557638
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L1	-	1	803426cd9fa826ca22d01671acdad76515d27807ffcc6e975ac08d102d1ac1b0
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L4	0	60	bd621de871e40e69f6ee025dd54bb3c2a0d10b892387b5e14d7621f555f1b9f7
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L4	-	1	9c5e64905e55ad549f3153936b264c17ce10321ae75da34a5e58aa94dbefea8e
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L5	0	76	807d97fb8954126b4f19b5c8166431c3f2c16cf9d637c2180f72343617688eb9
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L5	-	1	fd770bd746c4e9a3e1ae7c9561846f8cfaed7a82918b2c5f792c4b864b811406
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L6	0	76	807d97fb8954126b4f19b5c8166431c3f2c16cf9d637c2180f72343617688eb9
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L6	1	12	cb58d2728405e3670260be99309de07492e1d2c7786da5aaaff50f5089a483a0
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L6	-	2	3ba2e8739bcaaba46a7f28409406e21797fcf1b4ca1c141dfc08b22000261b5a
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L11	0	76	cd8171c28df76ad40be78b9c0c1ea013be5560360b0690a055bbe07d4e3faa03
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L11	1	77	bbfcd5bedd366cc591a150bd0e25e177b4c27a0da7dd019fa1779e4c55ea3be2
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L11	2	12	5a5282eab751af392467e450047ce0c5caae58beb9b3c8bf999da9705aa42708
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L11	-	3	f05aa253d7d2567dcedb5337cecf554656d2567767fe2c4f756b0e457c01945e
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	0	76	db1a83e8e94fae3461a3040048acff63e9f53150ad57c6de0ede206f47a8fae1
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	1	76	d916125e3df0914a2559f82dfb8bd3ae2eeeaf59916471a519a7c11381fd1df5
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	2	76	166f06d720bea870f8bb61931aa9f58c50bcff3ebda1f34f15a03f9150cfe5b7
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	3	76	dedefd95c4a722a0393a4920e10fa341eff8ecaf9214f497972104cadf77f854
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	4	76	395fb0f98506f026cae9842602f80e55b08edad500d135032a2500bb4d997e23
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	5	76	f01258871bf3fcf97fd06e05c2b6d05be8aa8cf96755ca7e1146a1df87d44145
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	6	76	5c6c1a0882acd76bb199b071792be04193d68a9fe591fbb9e59a3cb78a59c07f
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	7	76	387252f4b841671d82984b0fba4ecbcc58142a00661f6798d040f7c90307962d
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	8	76	50e3c1ed4e8b79e30866ddb8f9bb256acc44c3352051ae799f8d229e5c044e78
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	9	76	34f88ef64a90ed91f229c6fbb1f6de9e40b2af64f7eb232723da220c58006446
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	10	76	d654e3638d04a8e64c7455a52059cb19871c7f12b3dc5d0020fb19a1bbb72a27
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	11	76	4e30e5525113967b8901a50e0fd221b683c48b7d79513dce766366263c3ddf32
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	12	76	97597fa2c2a3d39f375b26c119e53d2b5a4f6896cae26d2fb40a737ea27a9008
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	13	76	fea573f0817653863f7075d0588c38630f0fe649d438adcea710c860431d9b6a
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	14	76	63cff91367acd254916d536de71ba491c5828ae0bf3fe6c1504b829da7f4b401
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	15	76	e3602ac3d0860ad1332e0443e8e225acc33d4c92ab4bfde4e78f1d24d2be0520
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	16	76	0c43a17400eba69cf534114b51d5e3fcf0316b6d5fa1fb1b4ad47d308c67457c
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	17	12	e23b66ef1d775fbfb0477c41ab5a0f54d16afda2d169dab4e2ce817c82a6e3b0
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_SECTORS	L96	-	18	cbbd9095c3ef5e7288bf28978bba38ead86b659ee5c8699248a839df28cf1808
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L0	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L1	0	1	666a9ea463a4b593a49bd1c838323e4b6b8df86268af225f0db77611666f45e5
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L1	-	1	740407967f0511949f9ca3937b557b1f45373f5e4ff2c58734ba8eac501547ea
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L4	0	58	ec52d39a660d350a57cb8a8278276d0a9b7c2ccb459f30751b73cef91a947fd9
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L4	-	1	9fdfe8802edba642cc401a611304fce3c3b1029db50be1da44d3213398e0686e
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L5	0	73	d4a236604ed8876bb41bb7e2470407a7603d0758a4a6383ca65230bcf577e6e0
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L5	-	1	47804ba6fc067cf5cad57f89f68abe44c4924097dfe304538a7f8528d22dd6ba
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L6	0	73	d4a236604ed8876bb41bb7e2470407a7603d0758a4a6383ca65230bcf577e6e0
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L6	1	10	48d33d479eae0777ce836b9d02df74b9166e9afc8949d6219a5c2eb39fc468f7
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L6	-	2	33e6cd4c4e229ad6abe3c0afe3604b41359d064fdb45be48f3c107eab2643d2b
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L11	0	69	8870ac06f57834f95a2821cc881f245e53ec7a5844919daab506bd6d4993a9a8
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L11	1	74	66a1aa750ab35ebe426bb5adbea34ad76b8fb820cbaffba374ac9b6f568f946b
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L11	2	8	5e24e9ac06a0bf4a3ed045637b0d8118c4b9a78387c7f026644fe9a5b85401dc
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L11	-	3	3589ccc00f8bac5169f6f681d1533f65140d2f1fb5f19557614a2ad4f09cfdd4
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	0	73	a0962126307dab2dbf98bb6d89d6e47654206cb70bf297378e6af885e91d67eb
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	1	74	b573da1c1597a514d4d02a3d56883a61a021ef89dd576f910ff2161d32f1fa74
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	2	73	1f705debf0e7deb81cb4eb0732e0c9f74875a8e2580987ec06f02ad409875f93
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	3	74	e4fb1b57f86cfd201088f67a9feb766b70d1472768c9299596f9b25c7a3101a2
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	4	73	64ae703c4b7048b4e29e25bb74ccf665b55dd9346c9fadc058f58091269e2866
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	5	74	c317461eaa64d78b3a4077f06e5640b0c8f8f83514909ba96ad08968556f11dc
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	6	73	ed5347f88353420a0af1a396b084bd84134cf7f03e2e300af37fa1cd3f20cde9
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	7	74	95b4240195d3912a1bc2740443aed0c714b9daba16aeebaa62a6345a24bd823c
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	8	73	7cfb3b8d3df9fd7b9399435d763cdf046072c0d1654732773e9a53f3df7f880a
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	9	74	13a586f6e573aacdc3b8e3e498213fa268c2c249d9f02f11e69abfb0b2d39b02
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	10	73	4211542284dae1a99bb690c681884f076dd56d1f3d5b4fb728cfe08fa9288068
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	11	74	0f7ac790a5ae8694f4ad93e4d29b0f52787090aa9d809940a9da8f80fec31383
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	12	73	97456717dd8e0d98c543e820f1445db4323f0b24cd1e23da0a859f2268e52f79
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	13	74	7d098b0478b936d69c83d8b026f39483951350fa4fbeaea830761fbfa6e2f382
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	14	73	a190cb8560b84475cc4513f88884da2e7fa15e27de4c4c0381d9a86a16edecf3
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	15	74	b283d1cf8b4dcce74ff99e4b3d665a0b71d7b2d66bc5e89c40e439a0168ac420
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	16	73	27986eee97e5a6647a2114d6b52d0563ca6e0a628ba0f2b2e25448dcf0ae547b
row	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	17	10	4eca34a5be310ccbe3ee729d66dc632d3881ba256a48f3d1d09e72cb2ec1167b
summary	files_layout_rule_G5_RAW9_80BLANK_00DOT_NONE	L96	-	18	0df47a1da3c1b58dcaa366f5b84e08554333f94f6b90910f46372983d2282aac
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L0	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L1	0	12	898a86928e13d2d8a20712fcae09a74c8fa44aa74a5e7eaf0cbc45f9ba557638
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L1	-	1	803426cd9fa826ca22d01671acdad76515d27807ffcc6e975ac08d102d1ac1b0
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L4	0	60	8e19f55be17d1c6e7c20472253550902126cfea1def793bd1442f6e876c5819e
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L4	-	1	27fb7f805f42f800da32bb814f4e5b8f902eba7ddcf93a15df5d17fc51a8edaf
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L5	0	76	87a79ef88ecd2c11e8ecb837a2e4c050415758b25412fabf8df29d3f74e66783
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L5	-	1	0f908ffbf8a4f7241dc7c54b239c65cfa0ac79d272d7db4e0f0408382d534160
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L6	0	76	87a79ef88ecd2c11e8ecb837a2e4c050415758b25412fabf8df29d3f74e66783
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L6	1	12	f3e16602427868167fdc68b8fa78c354f7c6d3a5ce0fc16892adb7b8b8ed9f92
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L6	-	2	2723f8a343761ae3eabc6db7eab4d5eec2947148b099215245422fdfba0549f4
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L11	0	76	b7a0101112108009fa05f8682e9ba109b406d9a042abca4f95b454f665423c8e
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L11	1	77	4cded7a5df75b038e6c4ce2dc4451f3d4fe2bd36a44fcbabc48981c501da7edf
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L11	2	12	41d84fb090d9b4236277a7873104cfe350aaaea6bd8a56a4098b0865a445a86a
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L11	-	3	83da4c80e264838522a06896eba09cf88eecacdf74245eec57b8b8224f33356d
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	0	76	3728ab38cee69362111dab7f3b75b36b49100c14e3fe0e0d96e8ef08363b890e
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	1	76	625cf5a96e1f3cfe685c5d03ab9a2e9c4ec005f84b0c589524c436d99755ef05
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	2	76	385dbe44f7afdb5f258107cad7e451acde40cc44c0d8f917dfeaeaed9602be5a
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	3	76	5694512d47c13b677e4466b2c4ea1bcb52fd5e9c2f17304bff91d6b134790f07
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	4	76	41135850857a5aece34b58ccaeafebb778ad43580dbfaf2f14d9b20179a77758
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	5	76	aaefb940d26ad9b609721473a6bdb4875eca513dcb37bc78b9b7d402af0a541b
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	6	76	299bbb57cdcd635a17ad1fe49fb950ddd15076a7f382637a17d5e8ea7f6f3f7b
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	7	76	f3a6e83e4fc9dbd6a572d287576d6a3b1c0445b7b439ab9312ea5b9ddfa9572e
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	8	76	4b20cb08a240e3ea2ffd130f948a31bc471797aa87f97b143561d8fdfd415086
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	9	76	68be1b7c13addbf24debde543859734a7798b2f579414e2d7f9f25a6d9a5406e
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	10	76	9103054743941295e541d16281ed47b18d7074a3f586474391cfe48984fc5872
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	11	76	323c7baa65b9d8f9d0b65d427d992c8351e1a83933e75634e94e79636e3ecc24
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	12	76	e8944b1347c392888b559130344155466e58d8d07085e209ad5ed26d31562c99
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	13	76	7ea803625fabe32ee9f4c5513a6f0994b2b19f65c9091588c41a4db2f3cefb56
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	14	76	9e7bfc052c6c7a76e850e74a32f76713ffddae0ee92bf8e5556c2ce1bc601641
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	15	76	611ee7a3b3ca98228c847f89bbbc9fd8d7299a9ce1a9fa6044083dcf9a3ed278
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	16	76	d45d895e920898daf194bbc5e9798aba38701f661041e5e4faeabd86640264f0
row	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	17	12	d07c5c44f75dc4dc32301be63106f694d132f2a7cdcc1d0dfa626ac387b5776d
summary	files_layout_rule_G5_RAW9_BOTHBLANK_UNITS	L96	-	18	e05767fe5ec60ac90fa4b2050d1290ac1af0912bb9c5609816216644850745e3
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L0	-	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L1	0	12	898a86928e13d2d8a20712fcae09a74c8fa44aa74a5e7eaf0cbc45f9ba557638
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L1	-	1	803426cd9fa826ca22d01671acdad76515d27807ffcc6e975ac08d102d1ac1b0
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L4	0	60	8e19f55be17d1c6e7c20472253550902126cfea1def793bd1442f6e876c5819e
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L4	-	1	27fb7f805f42f800da32bb814f4e5b8f902eba7ddcf93a15df5d17fc51a8edaf
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L5	0	76	87a79ef88ecd2c11e8ecb837a2e4c050415758b25412fabf8df29d3f74e66783
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L5	-	1	0f908ffbf8a4f7241dc7c54b239c65cfa0ac79d272d7db4e0f0408382d534160
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L6	0	76	87a79ef88ecd2c11e8ecb837a2e4c050415758b25412fabf8df29d3f74e66783
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L6	1	12	f3e16602427868167fdc68b8fa78c354f7c6d3a5ce0fc16892adb7b8b8ed9f92
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L6	-	2	2723f8a343761ae3eabc6db7eab4d5eec2947148b099215245422fdfba0549f4
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L11	0	76	b7a0101112108009fa05f8682e9ba109b406d9a042abca4f95b454f665423c8e
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L11	1	77	15c5a9692a5df029962a72915291a72feab865df6b021dbddc56223158394140
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L11	2	12	5a5282eab751af392467e450047ce0c5caae58beb9b3c8bf999da9705aa42708
summary	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L11	-	3	987d0eb3b057c2bdef74160e7258acc5a4459f8be2dd97ff744fc85ecc292a21
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	0	76	3728ab38cee69362111dab7f3b75b36b49100c14e3fe0e0d96e8ef08363b890e
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	1	76	625cf5a96e1f3cfe685c5d03ab9a2e9c4ec005f84b0c589524c436d99755ef05
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	2	76	385dbe44f7afdb5f258107cad7e451acde40cc44c0d8f917dfeaeaed9602be5a
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	3	76	5694512d47c13b677e4466b2c4ea1bcb52fd5e9c2f17304bff91d6b134790f07
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	4	76	41135850857a5aece34b58ccaeafebb778ad43580dbfaf2f14d9b20179a77758
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	5	76	aaefb940d26ad9b609721473a6bdb4875eca513dcb37bc78b9b7d402af0a541b
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	6	76	299bbb57cdcd635a17ad1fe49fb950ddd15076a7f382637a17d5e8ea7f6f3f7b
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	7	76	f3a6e83e4fc9dbd6a572d287576d6a3b1c0445b7b439ab9312ea5b9ddfa9572e
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	8	76	4b20cb08a240e3ea2ffd130f948a31bc471797aa87f97b143561d8fdfd415086
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	9	76	68be1b7c13addbf24debde543859734a7798b2f579414e2d7f9f25a6d9a5406e
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	10	76	9103054743941295e541d16281ed47b18d7074a3f586474391cfe48984fc5872
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	11	76	323c7baa65b9d8f9d0b65d427d992c8351e1a83933e75634e94e79636e3ecc24
row	files_layout_rule_G5_RAW9_BOTHBLANK_SECTORS	L96	12	76	e8944b1347c392888b559130344155466e58d8d07085e209ad5ed26d31562c99
